movie,genre,synopsis,year,rate,duration,votes,popularity
Valentine's Day,Comedy|Romance,Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.,2010,5.7,125,97522,1105.0
Shooter,Action|Crime|Drama,"A marksman living in exile is coaxed back into action after learning of a plot to kill the President. Ultimately double-crossed and framed for the attempt, he goes on the run to find the real killer and the reason he was set up.",2007,7.2,124,263555,511.0
Changeling,Biography|Crime|Drama,"A grief-stricken mother takes on the LAPD to her own detriment when it stubbornly tries to pass off an obvious impostor as her missing child, while also refusing to give up hope that she will find him one day.",2008,7.8,141,203702,1639.0
The Last Station,Biography|Drama|Romance,A historical drama that illustrates Russian author Leo Tolstoy's struggle to balance fame and wealth with his commitment to a life devoid of material things.,2009,7.0,112,15690,
Superbad,Comedy,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,2007,7.6,113,433124,373.0
Quantum of Solace,Action|Adventure,"James Bond descends into mystery as he tries to stop a mysterious organization from eliminating a country's most valuable resource. All the while, he still tries to seek revenge over the death of his love.",2008,6.6,106,341130,762.0
Godzilla,Action|Adventure|Sci-Fi,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.",2014,6.5,123,309284,1246.0
"Definitely, Maybe",Comedy|Drama|Romance,A political consultant tries to explain his impending divorce and past relationships to his 11-year-old daughter.,2008,7.2,112,131038,1428.0
Underworld: Rise of the Lycans,Action|Adventure|Fantasy,"An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves, the Lycans.",2009,6.6,92,125109,961.0
Step Brothers,Comedy,Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.,2008,6.9,98,218338,1423.0
The Town,Crime|Drama|Thriller,"As he plans his next job, a longtime thief tries to balance his feelings for a bank manager connected to one of his earlier heists, as well as the FBI agent looking to bring him and his crew down.",2010,7.6,125,289057,453.0
The Kids Are All Right,Comedy|Drama|Romance,Two children conceived by artificial insemination bring their biological father into their non-traditional family life.,2010,7.1,106,113102,3681.0
The Last House on the Left,Crime|Horror|Thriller,"After kidnapping and brutally assaulting two young women, a gang unknowingly finds refuge at a vacation home belonging to the parents of one of the victims: a mother and father who devise an increasingly gruesome series of revenge tactics.",2009,6.6,110,69969,2224.0
The Avengers,Action|Sci-Fi,Earth's mightiest heroes must come together and learn to fight as a team if they are to stop the mischievous Loki and his alien army from enslaving humanity.,2012,8.1,143,1026544,366.0
The House Bunny,Comedy|Romance,"After Playboy bunny Shelley is kicked out of the playboy mansion, she finds a job as the house mother for a sorority full of socially awkward girls.",2008,5.5,97,65656,968.0
The Visitor,Drama,A college professor travels to New York City to attend a conference and finds a young couple living in his apartment.,2007,7.7,104,38040,
The Duchess,Biography|Drama|Historyy,"A chronicle of the life of 18th century aristocrat Georgiana, Duchess of Devonshire, who was reviled for her extravagant political and personal life.",2008,6.9,110,64050,3735.0
Frost/Nixon,Biography|Drama,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.,2008,7.7,122,90161,4670.0
Nine,Drama|Musical|Romance,"Famous film director Guido Contini struggles to find harmony in his professional and personal lives, as he engages in dramatic relationships with his wife, his mistress, his muse, his agent, and his mother.",2009,5.8,118,38185,2791.0
The Blind Side,Biography|Drama|Sport,"The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",2009,7.7,129,231382,632.0
Katyn,Drama|Historyy|War,An examination of the Soviet slaughter of thousands of Polish officers and citizens in the Katyn forest in 1940.,2007,7.1,121,12837,
The Mist,Horror,"A freak storm unleashes a species of bloodthirsty creatures on a small town, where a small band of citizens hole up in a supermarket and fight for their lives.",2007,7.2,126,227968,913.0
Burn After Reading,Comedy|Drama,A disk containing the memoirs of a CIA agent ends up in the hands of two unscrupulous gym employees who attempt to sell it.,2008,7.0,96,255488,1777.0
The Hurt Locker,Drama|Historyy|Thriller,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",2008,7.6,131,343364,818.0
The Switch,Comedy|Drama|Romance,"Seven years after the fact, a man comes to the realization that he was the sperm donor for his best friend's boy.",2010,6.1,101,80387,1550.0
How to Train Your Dragon,Animation|Action|Adventure,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",2010,8.2,98,508250,1470.0
The Road,Adventure|Drama,"In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea.",2009,7.3,111,183339,1270.0
Bride Wars,Comedy|Romance,Two best friends become rivals when they schedule their respective weddings on the same day.,2009,5.4,89,82041,1198.0
The Hobbit: An Unexpected Journey,Adventure|Fantasy,"A reluctant hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home - and the gold within it - from the dragon Smaug.",2012,7.9,169,655908,257.0
Once,Drama|Music|Romance,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.",2007,7.9,85,94927,2206.0
Pineapple Express,Action|Comedy|Crime,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.,2008,7.0,111,262683,1530.0
WALL·E,Animation|Adventure|Family,"In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.",2008,8.4,98,752912,1325.0
The Boy in the Striped Pajamas,Drama|War,"Set during WWII, a story seen through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, whose forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",2008,7.8,94,139415,1086.0
Unthinkable,Drama|Thriller,A psychological thriller centered around a black-ops interrogator and an FBI agent who press a suspect terrorist into divulging the location of three nuclear weapons set to detonate in the U.S.,2010,7.1,97,73530,1652.0
Doubt,Drama|Mystery,A Catholic school principal questions a priest's ambiguous relationship with a troubled young student.,2008,7.5,104,102109,1703.0
Harry Potter and the Deathly Hallows: Part 1,Adventure|Family|Fantasy,"As Harry races against time and evil to destroy the Horcruxes, he uncovers the existence of three most powerful objects in the wizarding world: the Deathly Hallows.",2010,7.7,146,346023,530.0
Precious,Drama,"In New York City's Harlem circa 1987, an overweight, abused, illiterate teen who is pregnant with her second child is invited to enroll in an alternative school in hopes that her life can head in a new direction.",2009,7.3,110,89573,1693.0
Rabbit Hole,Drama,Life for a happy couple is turned upside down after their young son dies in an accident.,2010,7.0,91,41421,3220.0
The Last Airbender,Action|Adventure|Family,"Follows the adventures of Aang, a young successor to a long line of Avatars, who must master all four elements and stop the Fire Nation from enslaving the Water Tribes and the Earth Kingdom.",2010,4.2,103,121974,368.0
Tropic Thunder,Action|Comedy,"Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",2008,7.0,107,315053,770.0
Salt,Action|Crime|Mystery,A CIA agent goes on the run after a defector accuses her of being a Russian spy.,2010,6.4,100,252530,1889.0
Source Code,Mystery|Romance|Sci-Fi,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete.,2011,7.5,93,394300,796.0
Black Swan,Drama|Thriller,"A committed dancer wins the lead role in a production of Tchaikovsky's ""Swan Lake"" only to find herself struggling to maintain her sanity.",2010,8.0,108,568921,348.0
The Amazing Spider-Man,Action|Adventure,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to solve the mystery of his parent's mysterious death.",2012,7.0,136,464229,671.0
Paris 36,Drama|Music|Musical,"A man is charged with murder. He is Pigoil, the aging stage manager at Chansonia, a music hall in a Paris faubourg. His confession is a long flashback to New Year's Eve, 1935, when he ... See full summary И",2008,6.6,120,2359,
The Happening,Sci-Fi|Thriller,"A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide.",2008,5.0,91,166805,525.0
Robin Hood,Action|Adventure|Drama,"In 12th century England, Robin and his band of marauders confront corruption in a local village and lead an uprising against the crown that will forever alter the balance of world power.",2010,6.7,140,217281,1702.0
Revolutionary Road,Drama|Romance,A young couple living in a Connecticut suburb during the mid-1950s struggle to come to terms with their personal problems while trying to raise their two children.,2008,7.3,119,157354,684.0
You Don't Mess with the Zohan,Action|Comedy,An Israeli Special Forces Soldier fakes his death so he can re-emerge in New York City as a hair stylist.,2008,5.5,113,160243,1826.0
The Young Victoria,Biography|Drama|Historyy,"A dramatization of the turbulent first years of Queen Victoria's rule, and her enduring romance with Prince Albert.",2009,7.3,105,46857,943.0
"Angus, Thongs and Perfect Snogging",Comedy|Drama|Romance,"The story centers on a 14-year-old girl who keeps a diary about the ups and downs of being a teenager, including the things she learns about kissing.",2008,6.4,100,20741,973.0
The Fighter,Biography|Drama|Sport,"A look at the early years of boxer ""Irish"" Micky Ward and his brother who helped train him before going pro in the mid 1980s.",2010,7.9,116,284158,1330.0
Hugo,Adventure|Drama|Family,"In Paris in 1931, an orphan named Hugo Cabret who lives in the walls of a train station is wrapped up in a mystery involving his late father and an automaton.",2011,7.5,126,253493,611.0
The Day the Earth Stood Still,Drama|Sci-Fi|Thriller,A remake of the 1951 classic sci-fi film about an alien visitor and his giant robot counterpart who visit Earth.,2008,5.5,104,142415,1054.0
17 Again,Comedy|Drama|Family,Mike O'Donnell is ungrateful for how his life turned out. He gets a chance to rewrite his life when he tried to save a janitor near a bridge and jumped after him into a time vortex.,2009,6.4,102,150419,1018.0
Hitchcock,Biography|Drama,The relationship between Alfred Hitchcock and his wife Alma Reville during the filming of Psycho (1960) in 1959 is explored.,2012,6.8,98,62249,3657.0
The Reader,Drama|Romance,"Post-WWII Germany: Nearly a decade after his affair with an older woman came to a mysterious end, law student Michael Berg re-encounters his former lover as she defends herself in a war-crime trial.",2008,7.6,124,195211,1445.0
Frozen River,Crime|Drama,"Takes place in the days before Christmas near a little-known border crossing on the Mohawk reservation between New York State and Quebec. Here, the lure of fast money from smuggling ... See full summary И",2008,7.2,97,22153,
Sucker Punch,Action|Fantasy,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.",2011,6.1,110,201947,445.0
The Adventures of Tintin,Animation|Action|Adventure,Intrepid reporter Tintin and Captain Haddock set off on a treasure hunt for a sunken ship commanded by Haddock's ancestor.,2011,7.4,107,182309,2512.0
Valkyrie,Drama|Historyy|Thriller,A dramatization of the 20 July assassination and political coup plot by desperate renegade German Army officers against Hitler during World War II.,2008,7.1,121,189396,1482.0
Sherlock Holmes,Action|Adventure|Crime,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.,2009,7.6,128,491204,417.0
Hanna,Action|Drama|Thriller,"A sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across Europe, tracked by a ruthless intelligence agent and her operatives.",2011,6.8,111,162193,572.0
The Wolf of Wall Street,Biography|Comedy|Crime,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",2013,8.2,180,829204,132.0
Sex and the City,Comedy|Drama|Romance,A New York writer on sex and love is finally getting married to her Mr. Big. But her three best girlfriends must console her after one of them inadvertently leads Mr. Big to jilt her.,2008,5.5,145,101184,1592.0
St. Louis Superman,Documentary|Short|Drama,"Bruce Franks Jr. is a 34-year-old battle rapper, Ferguson activist and state representative from St. Louis, Missouri. Known as Superman to his constituents, he is a political figure the ... See full summary »",2019,7.2,28,32,
He's Just Not That Into You,Comedy|Drama|Romance,The Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.,2009,6.4,129,135320,1015.0
Zack and Miri Make a Porno,Comedy|Romance,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",2008,6.6,101,152992,1364.0
The Iron Lady,Biography|Drama,"An elderly Margaret Thatcher talks to the imagined presence of her recently deceased husband as she struggles to come to terms with his death while scenes from her past life, from girlhood to British prime minister, intervene.",2011,6.4,105,85175,3169.0
Slumdog Millionaire,Drama,"A Mumbai teen reflects on his upbringing in the slums when he is accused of cheating on the Indian Version of ""Who Wants to be a Millionaire?""",2008,8.0,120,661819,646.0
Fast & Furious,Action|Crime|Thriller,"Brian O'Conner, now working for the FBI in LA, teams up with Dominic Toretto to bring down a heroin importer by infiltrating his operation.",2009,6.7,107,210049,1342.0
Milk,Biography|Drama|Historyy,"The story of Harvey Milk, and his struggles as an American gay activist who fought for gay rights and became California's first openly gay elected official.",2008,7.6,128,140251,2268.0
Alice in Wonderland,Adventure|Family|Fantasy,"Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.",2010,6.5,108,317926,311.0
Child 44,Crime|Drama|Thriller,A disgraced member of the Russian military police investigates a series of child murders during the Stalin-era Soviet Union.,2015,6.5,137,44993,657.0
Walk Run Cha-Cha,Documentary|Short,"Paul and Millie Cao lost their youth to the aftermath of the Vietnam War. Forty years later, they have become successful professionals in Southern California-and are rediscovering themselves on the dance floor.",2019,5.9,20,302,
The Sisterhood of the Traveling Pants 2,Comedy|Drama|Family,"Carmen Lowell is working on the backstage of a play at Yale. When the lead actress, her friend Julia, invites her to Vermont with her to work on a play with a professional cast, she decides... See full summary »",2008,6.2,119,22953,1329.0
A Serious Man,Comedy|Drama,"Larry Gopnik, a Midwestern physics teacher, watches his life unravel over multiple sudden incidents. Though seeking meaning and answers amidst his turmoils, he seems to keep sinking.",2009,7.0,106,105694,2027.0
Les Misérables,Crime|Drama|Thriller,"A cop from the provinces moves to Paris to join the Anti-Crime Brigade of Montfermeil, discovering an underworld where the tensions between the different groups mark the rhythm.",2019,7.7,104,3555,321.0
Selma,Biography|Drama|History,"A chronicle of Martin Luther King's campaign to secure equal voting rights via an epic march from Selma to Montgomery, Alabama in 1965.",2014,7.5,128,64976,489.0
500 Days of Summer,Comedy|Drama|Romance,"An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her.",2009,7.7,95,389802,793.0
Never Back Down,Action|Drama|Sport,A frustrated and conflicted teenager arrives at a new highschool to discover an underground fightclub and meet a classmate who begins to coerce him into fighting.,2008,6.6,110,82607,1775.0
The Way Back,Adventure|Biography|Drama,"Siberian gulag escapees travel 4,000 miles by foot to freedom in India.",2010,7.3,133,90396,1689.0
Il Divo,Biography|Drama,"The story of Italian politician Giulio Andreotti, who has served as Prime Minister of Italy seven times since the restoration of democracy in 1946.",2008,7.3,110,12255,
Argo,Biography|Drama|Historyy,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1980.",2012,7.7,120,468444,450.0
Death Proof,Thriller,"Two separate sets of voluptuous women are stalked at different times by a scarred stuntman who uses his ""death proof"" cars to execute his murderous plans.",2007,7.1,113,215402,666.0
Hachi: A Dog's Tale,Drama|Family,A college professor's bond with the abandoned dog he takes into his home.,2009,8.1,93,168524,1094.0
Secretariat,Biography|Drama|Family,"Penny Chenery Tweedy and colleagues guide her long-shot but precocious stallion to set, in 1973, the unbeaten record for winning the Triple Crown.",2010,7.2,123,21429,1077.0
RocknRolla,Action|Crime|Thriller,"In London, a real-estate scam puts millions of pounds up for grabs, attracting some of the city's scrappiest tough guys and its more established underworld types, all of whom are looking to get rich quick. While the city's seasoned criminals vie for the cash, an unexpected player -- a drugged-out rock 'n' roller presumed to be dead but very much alive -- has a multi-million-dollar prize fall into... See full summary »",2008,7.3,114,199241,898.0
The Descendants,Comedy|Drama,A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.,2011,7.3,115,208797,1680.0
Defiance,Action|Drama|Historyy,"Jewish brothers in Nazi-occupied Eastern Europe escape into the Belarussian forests, where they join Russian resistance fighters and endeavor to build a village in order to protect themselves and about 1,000 Jewish non-combatants.",2008,7.2,137,119539,1736.0
Coco Before Chanel,Biography|Drama,The story of Coco Chanel's rise from obscure beginnings to the heights of the fashion world.,2009,6.7,105,32982,
The Book of Eli,Action|Adventure|Drama,"A post-apocalyptic tale, in which a lone man fights his way across America in order to protect a sacred book that holds the secrets to saving humankind.",2010,6.9,118,235467,1644.0
The Proposal,Comedy|Drama|Romance,A pushy boss forces her young assistant to marry her in order to keep her visa status in the U.S. and avoid deportation to Canada.,2009,6.7,108,235812,689.0
Silver Linings Playbook,Comedy|Drama|Romance,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",2012,7.8,122,551547,626.0
Happy-Go-Lucky,Comedy|Drama|Romance,"A look at a few chapters in the life of Poppy, a cheery, colorful, North London schoolteacher whose optimism tends to exasperate those around her.",2008,7.0,118,32861,
G.I. Joe: The Rise of Cobra,Action|Adventure|Sci-Fi,"An elite military unit comprised of special operatives known as G.I. Joe, operating out of The Pit, takes on an evil organization led by a notorious arms dealer.",2009,5.8,118,177901,1413.0
Up,Animation|Adventure|Comedy,"Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons, inadvertently taking a young stowaway.",2009,8.3,96,698936,1068.0
Memorable,Animation|Short|Drama,An aging painter and his wife struggle increasingly to cope with his advancing dementia.,2019,7.9,12,327,
The Imaginarium of Doctor Parnassus,Adventure|Fantasy|Mystery,A traveling theater company gives its audience much more than they were expecting.,2009,6.8,123,128632,1866.0
Life as We Know It,Comedy|Drama|Romance,Two single adults become caregivers to an orphaned girl when their mutual best friends die in an accident.,2010,6.6,114,99020,1347.0
Transformers: Revenge of the Fallen,Action|Adventure|Sci-Fi,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",2009,6.0,150,330372,1266.0
Invictus,Biography|Drama|Historyy,"Nelson Mandela, in his first term as the South African President, initiates a unique venture to unite the apartheid-torn land: enlist the national rugby team on a mission to win the 1995 Rugby World Cup.",2009,7.4,134,128628,2004.0
Cloverfield,Action|Horror|Sci-Fi,A group of friends venture deep into the streets of New York on a rescue mission during a rampaging monster attack.,2008,7.0,85,307044,803.0
Boyhood,Drama,"The life of Mason, from early childhood to his arrival at college.",2014,7.9,165,278651,736.0
The Class,Drama,Teacher and novelist FranЌois BЋgaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.,2008,7.5,128,29948,
Departures,Drama|Music,A newly unemployed cellist takes a job preparing the dead for funerals.,2008,8.1,130,39872,
Skyfall,Action|Adventure|Thriller,"Bond's loyalty to M is tested when her past comes back to haunt her. Whilst MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",2012,7.8,143,536992,543.0
Ajami,Crime|Drama,Ajami is the religiously mixed community of Muslims and Christians in Tel Aviv. These are five stories about the everyday life in Ajami.,2009,7.4,124,5173,
Dark Shadows,Comedy|Fantasy|Horror,"An imprisoned vampire, Barnabas Collins, is set free and returns to his ancestral home, where his dysfunctional descendants are in need of his protection.",2012,6.2,113,205409,937.0
My Sister's Keeper,Drama,Anna Fitzgerald looks to earn medical emancipation from her parents who until now have relied on their youngest child to help their leukemia-stricken daughter Kate remain alive.,2009,7.4,109,76840,819.0
Rachel Getting Married,Drama|Romance,A young woman who has been in and out of rehab for the past 10 years returns home for the weekend for her sister's wedding.,2008,6.7,113,41905,4785.0
Lone Survivor,Action|Biography|Drama,"Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",2013,7.6,121,212612,528.0
Daughter,Animation|Short|Drama,The bond between a father and a daughter is imperiled by matters that go unspoken and hurts that are slow to heal.,2019,6.6,15,244,
Dragonball: Evolution,Action|Adventure|Fantasy,"The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.",2009,2.7,85,58185,1250.0
Twilight,Drama|Fantasy|Romance,A teenage girl risks everything when she falls in love with a vampire.,2008,5.2,122,355587,326.0
Foxcatcher,Biography|Drama|Sport,"Mark and Dave Schultz, U.S. Olympic Wrestling champions, join Team Foxcatcher led by multimillionaire John E. du Pont as they train for the 1988 games in Seoul - but John's emotional self-destruction threatens to consume them all.",2014,7.0,134,112206,1646.0
TRON: Legacy,Action|Adventure|Sci-Fi,The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.,2010,6.8,125,269848,876.0
The Hangover,Comedy,"Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",2009,7.8,100,599702,549.0
Blue Valentine,Drama|Romance,"The relationship of a contemporary married couple, charting their evolution over a span of years by cross-cutting between time periods.",2010,7.4,112,147111,619.0
The Ides of March,Drama,An idealistic staffer for a new presidential candidate gets a crash course on dirty politics during his stint on the campaign trail.,2011,7.1,101,193172,1267.0
The Wrestler,Drama|Sport,"A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.",2008,7.9,109,256185,1520.0
Burlesque,Drama|Music|Musical,A small-town girl ventures to Los Angeles and finds her place in a neo-burlesque club run by a former dancer.,2010,6.4,119,63348,416.0
Drag Me to Hell,Comedy|Horror|Thriller,"A loan officer who evicts an old woman from her home finds herself the recipient of a supernatural curse. Desperate, she turns to a seer to try and save her soul, while evil forces work to push her to a breaking point.",2009,6.6,99,162255,1903.0
Shutter Island,Mystery|Thriller,"In 1954, a U.S. marshal investigates the disappearance of a murderess who escaped from a hospital for the criminally insane.",2010,8.1,138,826668,256.0
Jennifer's Body,Comedy|Horror,A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?,2009,5.1,102,95079,1009.0
Green Lantern,Action|Adventure|Sci-Fi,"Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force, the Green Lantern Corps.",2011,5.6,114,228575,615.0
Julie & Julia,Biography|Drama|Romance,Julia Child's story of her start in the cooking profession is intertwined with blogger Julie Powell's 2002 challenge to cook all the recipes in Child's first book.,2009,7.0,118,82470,2196.0
District 9,Action|Sci-Fi|Thriller,An extraterrestrial race forced to live in slum-like conditions on Earth suddenly finds a kindred spirit in a government agent who is exposed to their biotechnology.,2009,8.0,112,546694,1360.0
Saria,Short|Drama,"SARIA explores the unimaginable hardships faced by young female orphans at the Virgen de La Asuncion Safe Home in Guatemala, leading up to the tragic fire which claimed 41 of their lives in... See full summary »",2019,7.2,23,152,
Frankenweenie,Animation|Comedy|Family,"Young Victor conducts a science experiment to bring his beloved dog Sparky back to life, only to face unintended, sometimes monstrous, consequences.",2012,7.0,87,77692,
Orphan,Horror|Mystery|Thriller,A husband and wife who recently lost their baby adopt a nine year-old girl who is not nearly as innocent as she claims to be.,2009,7.0,123,148949,1201.0
The White Ribbon,Drama|Mystery,"Strange events happen in a small village in the north of Germany during the years before World War I, which seem to be ritual punishment. Who is responsible?",2009,7.8,144,55126,4473.0
Public Enemies,Biography|Crime|Drama,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson and Pretty Boy Floyd during a booming crime wave in the 1930s.",2009,7.0,140,236490,1381.0
"I Love You, Man",Comedy|Romance,"Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But, when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiancée, can the trio learn to live happily ever after?",2009,7.0,105,170179,1537.0
The Karate Kid,Action|Drama|Family,"Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master.",2010,6.2,140,124385,1143.0
Zombieland,Adventure|Comedy|Horror,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America.",2009,7.7,88,399906,700.0
Biutiful,Drama|Romance,"This is the story of Uxbal, a man living in this world, but able to see his death, which guides his every move.",2010,7.5,148,71560,3441.0
The Hobbit: The Desolation of Smaug,Adventure|Fantasy,"The dwarves, along with Bilbo Baggins and Gandalf the Grey, continue their quest to reclaim Erebor, their homeland, from Smaug. Bilbo Baggins is in possession of a mysterious and magical ring.",2013,7.9,161,501493,418.0
Demolition,Drama,"A successful investment banker struggles after losing his wife in a tragic car crash. With the help of a customer service rep and her young son, he starts to rebuild, beginning with the demolition of the life he once knew.",2015,7.0,101,49886,269.0
Revanche,Crime|Drama|Romance,Ex-con Alex plans to flee to the South with his girl after a robbery. But something terrible happens and revenge seems inevitable.,2008,7.6,121,11561,
An Education,Drama,"A coming-of-age story about a teenage girl in 1960s suburban London, and how her life changes with the arrival of a playboy nearly twice her age.",2009,7.3,100,114346,2183.0
All Good Things,Crime|Drama|Mystery,"Mr. David Marks was suspected but never tried for killing his wife Katie who disappeared in 1982, but the truth is eventually revealed.",2010,6.3,101,42900,1674.0
10 Cloverfield Lane,Drama|Horror|Mystery,"After getting in a car accident, a woman is held in a shelter with two men, who claim the outside world is affected by a widespread chemical attack.",2016,7.3,104,169084,104.0
The Lincoln Lawyer,Crime|Drama|Thriller,"Mick Haller is a defense lawyer who works out of his Lincoln. When a wealthy Realtor is accused of assaulting a prostitute, Haller is asked to defend him. The man claims that the woman is ... See full summary »",2011,7.3,118,178244,1630.0
2012,Action|Adventure|Sci-Fi,A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.,2009,5.8,158,291888,1358.0
Rango,Animation|Adventure|Comedy,"Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.",2011,7.2,107,190394,2241.0
Up in the Air,Drama|Romance,"Ryan Bingham enjoys living out of a suitcase for his job traveling around the country firing people, but finds that lifestyle threatened by the presence of a potential love interest and a new hire.",2009,7.4,109,275955,1319.0
The Bourne Legacy,Action|Adventure|Mystery,"An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films.",2012,6.7,135,239740,1717.0
Law Abiding Citizen,Crime|Drama|Thriller,A frustrated man decides to take justice into his own hands after a plea bargain sets one of his family's killers free. He targets not only the killer but also the district attorney and others involved in the deal.,2009,7.4,109,223823,1534.0
Harry Potter and the Deathly Hallows: Part 2,Adventure|Drama|Fantasy,"Harry, Ron and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",2011,8.1,130,571036,211.0
The Muppets,Adventure|Comedy|Family,A Muppet fanatic with some help from his two human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.,2011,7.1,103,76807,3586.0
Ouija,Horror|Thriller,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,2014,4.4,89,35549,1065.0
Gran Torino,Drama,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",2008,8.2,116,581906,1078.0
The Milk of Sorrow,Drama|Music,"Fausta is suffering from a rare disease called the Milk of Sorrow, which is transmitted through the breast milk of pregnant women who were abused or raped during or soon after pregnancy. ... See full summary И",2009,6.7,94,5693,
Moneyball,Biography|Drama|Sport,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,2011,7.6,133,291705,1542.0
The Lone Ranger,Action|Adventure|Western,"Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.",2013,6.5,150,186987,1417.0
Doctor Strange,Action|Adventure|Fantasy,A former neurosurgeon embarks on a journey of healing only to be drawn into the world of the mystic arts.,2016,7.8,115,195124,31.0
